run_id,party_victory,rounds_taken,side,name,init_total,init_order,damage_dealt_total,damage_taken_total,hits_landed,crits_landed,opening_burst_triggered,hunters_mark_cast,hunters_mark_bonus_damage
308,1,7,monsters,Bugbear,14,4,10,35,1,0,0,0,0
308,1,7,monsters,Goblin_1,6,6,13,9,2,0,0,0,0
308,1,7,monsters,Goblin_2,10,5,17,9,3,1,0,0,0
308,1,7,monsters,Goblin_3,4,8,9,13,2,0,0,0,0
308,1,7,monsters,Goblin_4,18,1,18,8,4,0,0,0,0
308,1,7,party,Fighter,4,7,50,17,5,2,0,0,0
308,1,7,party,Ranger,15,3,11,26,1,0,0,1,3
308,1,7,party,Rogue,15,2,13,24,1,0,1,0,0
309,0,4,monsters,Bugbear,12,6,16,11,1,0,0,0,0
309,0,4,monsters,Goblin_1,14,3,21,0,3,0,0,0,0
309,0,4,monsters,Goblin_2,6,7,18,0,2,2,0,0,0
309,0,4,monsters,Goblin_3,14,2,15,0,2,0,0,0,0
309,0,4,monsters,Goblin_4,17,1,16,0,2,0,0,0,0
309,0,4,party,Fighter,12,5,11,32,2,0,0,0,0
309,0,4,party,Ranger,13,4,0,32,0,0,0,1,0
309,0,4,party,Rogue,4,8,0,22,0,0,0,0,0
310,0,5,monsters,Bugbear,9,7,11,37,1,0,0,0,0
310,0,5,monsters,Goblin_1,15,4,17,0,3,0,0,0,0
310,0,5,monsters,Goblin_2,20,1,32,0,4,1,0,0,0
310,0,5,monsters,Goblin_3,10,5,7,0,1,0,0,0,0
310,0,5,monsters,Goblin_4,16,3,10,0,2,0,0,0,0
310,0,5,party,Fighter,7,8,5,29,1,0,0,0,0
310,0,5,party,Ranger,18,2,16,25,1,0,0,1,5
310,0,5,party,Rogue,9,6,16,23,1,0,1,0,0
311,1,5,monsters,Bugbear,10,7,15,37,1,0,0,0,0
311,1,5,monsters,Goblin_1,10,6,0,12,0,0,0,0,0
311,1,5,monsters,Goblin_2,18,2,8,13,1,1,0,0,0
311,1,5,monsters,Goblin_3,9,8,18,10,3,0,0,0,0
311,1,5,monsters,Goblin_4,18,3,3,11,1,0,0,0,0
311,1,5,party,Fighter,22,1,49,0,4,2,0,0,0
311,1,5,party,Ranger,17,4,34,21,3,1,0,1,1
311,1,5,party,Rogue,16,5,0,23,0,0,0,0,0
312,1,5,monsters,Bugbear,15,5,0,37,0,0,0,0,0
312,1,5,monsters,Goblin_1,8,7,0,10,0,0,0,0,0
312,1,5,monsters,Goblin_2,21,1,14,11,3,0,0,0,0
312,1,5,monsters,Goblin_3,15,4,6,9,2,0,0,0,0
312,1,5,monsters,Goblin_4,18,3,9,8,2,0,0,0,0
312,1,5,party,Fighter,3,8,19,0,2,0,0,0,0
312,1,5,party,Ranger,10,6,27,6,3,0,0,1,0
312,1,5,party,Rogue,20,2,29,23,2,1,1,0,0
313,0,5,monsters,Bugbear,14,5,14,31,1,0,0,0,0
313,0,5,monsters,Goblin_1,4,8,5,10,1,0,0,0,0
313,0,5,monsters,Goblin_2,19,1,23,0,4,0,0,0,0
313,0,5,monsters,Goblin_3,18,2,11,0,2,0,0,0,0
313,0,5,monsters,Goblin_4,13,6,32,0,5,1,0,0,0
313,0,5,party,Fighter,16,4,10,30,1,0,0,0,0
313,0,5,party,Ranger,7,7,23,30,2,0,0,1,7
313,0,5,party,Rogue,17,3,8,25,1,0,1,0,0
314,1,11,monsters,Bugbear,4,8,0,35,0,0,0,0,0
314,1,11,monsters,Goblin_1,5,7,8,12,1,0,0,0,0
314,1,11,monsters,Goblin_2,12,5,18,11,3,0,0,0,0
314,1,11,monsters,Goblin_3,19,3,15,14,2,1,0,0,0
314,1,11,monsters,Goblin_4,21,1,22,14,4,0,0,0,0
314,1,11,party,Fighter,15,4,35,9,5,0,0,0,0
314,1,11,party,Ranger,6,6,35,28,4,0,0,1,6
314,1,11,party,Rogue,19,2,16,26,1,1,1,0,0
315,1,5,monsters,Bugbear,18,2,0,35,0,0,0,0,0
315,1,5,monsters,Goblin_1,14,5,4,15,1,0,0,0,0
315,1,5,monsters,Goblin_2,16,3,13,16,2,1,0,0,0
315,1,5,monsters,Goblin_3,3,8,8,11,1,0,0,0,0
315,1,5,monsters,Goblin_4,6,7,12,11,2,0,0,0,0
315,1,5,party,Fighter,13,6,32,0,3,1,0,0,0
315,1,5,party,Ranger,15,4,35,8,4,0,0,1,3
315,1,5,party,Rogue,21,1,21,29,2,1,1,0,0
316,0,7,monsters,Bugbear,14,3,10,30,1,0,0,0,0
316,0,7,monsters,Goblin_1,7,5,0,14,0,0,0,0,0
316,0,7,monsters,Goblin_2,15,2,35,16,5,0,0,0,0
316,0,7,monsters,Goblin_3,6,7,16,0,3,0,0,0,0
316,0,7,monsters,Goblin_4,3,8,27,0,4,0,0,0,0
316,0,7,party,Fighter,9,4,24,35,3,0,0,0,0
316,0,7,party,Ranger,16,1,31,27,3,0,0,1,7
316,0,7,party,Rogue,6,6,5,26,1,0,0,0,0
317,1,4,monsters,Bugbear,14,6,0,30,0,0,0,0,0
317,1,4,monsters,Goblin_1,22,1,0,11,0,0,0,0,0
317,1,4,monsters,Goblin_2,12,7,6,9,1,0,0,0,0
317,1,4,monsters,Goblin_3,21,2,10,7,2,0,0,0,0
317,1,4,monsters,Goblin_4,14,5,10,9,2,0,0,0,0
317,1,4,party,Fighter,18,3,22,0,3,1,0,0,0
317,1,4,party,Ranger,10,8,24,0,2,0,0,1,5
317,1,4,party,Rogue,16,4,20,26,2,1,1,0,0
318,0,9,monsters,Bugbear,6,8,0,41,0,0,0,0,0
318,0,9,monsters,Goblin_1,15,4,17,9,3,1,0,0,0
318,0,9,monsters,Goblin_2,8,7,19,6,4,1,0,0,0
318,0,9,monsters,Goblin_3,21,1,10,0,2,0,0,0,0
318,0,9,monsters,Goblin_4,12,6,28,0,4,2,0,0,0
318,0,9,party,Fighter,14,5,15,28,2,0,0,0,0
318,0,9,party,Ranger,20,3,23,25,1,1,0,1,7
318,0,9,party,Rogue,20,2,18,21,1,0,1,0,0
319,0,6,monsters,Bugbear,5,7,46,36,3,1,0,0,0
319,0,6,monsters,Goblin_1,19,2,11,11,1,1,0,0,0
319,0,6,monsters,Goblin_2,6,6,6,0,1,0,0,0,0
319,0,6,monsters,Goblin_3,18,3,21,0,3,0,0,0,0
319,0,6,monsters,Goblin_4,6,5,19,0,3,1,0,0,0
319,0,6,party,Fighter,15,4,36,31,3,1,0,0,0
319,0,6,party,Ranger,23,1,11,45,1,0,0,1,1
319,0,6,party,Rogue,4,8,0,27,0,0,0,0,0
320,1,5,monsters,Bugbear,17,3,12,29,1,0,0,0,0
320,1,5,monsters,Goblin_1,14,5,0,8,0,0,0,0,0
320,1,5,monsters,Goblin_2,11,6,6,10,1,0,0,0,0
320,1,5,monsters,Goblin_3,11,7,7,10,1,0,0,0,0
320,1,5,monsters,Goblin_4,10,8,9,10,2,0,0,0,0
320,1,5,party,Fighter,16,4,14,0,2,0,0,0,0
320,1,5,party,Ranger,19,1,38,13,5,0,0,1,5
320,1,5,party,Rogue,18,2,15,21,1,0,1,0,0
321,0,4,monsters,Bugbear,9,5,32,24,3,0,0,0,0
321,0,4,monsters,Goblin_1,22,2,13,0,2,0,0,0,0
321,0,4,monsters,Goblin_2,5,7,8,0,1,0,0,0,0
321,0,4,monsters,Goblin_3,12,4,15,0,3,0,0,0,0
321,0,4,monsters,Goblin_4,22,1,16,0,3,0,0,0,0
321,0,4,party,Fighter,5,8,0,31,0,0,0,0,0
321,0,4,party,Ranger,15,3,24,32,2,1,0,1,9
321,0,4,party,Rogue,6,6,0,21,0,0,0,0,0
322,1,5,monsters,Bugbear,18,4,0,33,0,0,0,0,0
322,1,5,monsters,Goblin_1,9,8,8,7,1,0,0,0,0
322,1,5,monsters,Goblin_2,16,5,4,7,1,0,0,0,0
322,1,5,monsters,Goblin_3,20,2,13,17,3,0,0,0,0
322,1,5,monsters,Goblin_4,18,3,24,10,4,1,0,0,0
322,1,5,party,Fighter,10,7,34,0,4,1,0,0,0
322,1,5,party,Ranger,21,1,34,26,3,1,0,1,10
322,1,5,party,Rogue,12,6,6,23,1,0,0,0,0
323,1,4,monsters,Bugbear,12,6,0,34,0,0,0,0,0
323,1,4,monsters,Goblin_1,19,2,0,11,0,0,0,0,0
323,1,4,monsters,Goblin_2,22,1,7,13,2,0,0,0,0
323,1,4,monsters,Goblin_3,3,8,0,10,0,0,0,0,0
323,1,4,monsters,Goblin_4,14,5,4,10,1,0,0,0,0
323,1,4,party,Fighter,6,7,21,0,2,0,0,0,0
323,1,4,party,Ranger,16,3,31,0,3,0,0,1,6
323,1,4,party,Rogue,14,4,26,11,2,0,1,0,0
324,0,7,monsters,Bugbear,11,4,10,27,1,0,0,0,0
324,0,7,monsters,Goblin_1,8,5,20,12,4,0,0,0,0
324,0,7,monsters,Goblin_2,7,6,23,0,3,0,0,0,0
324,0,7,monsters,Goblin_3,4,8,7,0,1,0,0,0,0
324,0,7,monsters,Goblin_4,13,3,26,0,4,0,0,0,0
324,0,7,party,Fighter,19,2,19,30,3,0,0,0,0
324,0,7,party,Ranger,23,1,13,32,1,0,0,1,4
324,0,7,party,Rogue,6,7,7,24,1,0,0,0,0
325,1,4,monsters,Bugbear,11,5,14,30,1,0,0,0,0
325,1,4,monsters,Goblin_1,7,8,5,14,1,0,0,0,0
325,1,4,monsters,Goblin_2,11,4,4,11,1,0,0,0,0
325,1,4,monsters,Goblin_3,15,3,0,11,0,0,0,0,0
325,1,4,monsters,Goblin_4,22,2,11,8,2,0,0,0,0
325,1,4,party,Fighter,22,1,28,0,3,1,0,0,0
325,1,4,party,Ranger,7,7,40,11,4,1,0,1,3
325,1,4,party,Rogue,9,6,6,23,1,0,0,0,0
326,1,7,monsters,Bugbear,17,4,8,34,1,0,0,0,0
326,1,7,monsters,Goblin_1,8,6,9,11,2,0,0,0,0
326,1,7,monsters,Goblin_2,10,5,8,12,1,0,0,0,0
326,1,7,monsters,Goblin_3,20,2,15,9,2,0,0,0,0
326,1,7,monsters,Goblin_4,5,8,0,7,0,0,0,0,0
326,1,7,party,Fighter,21,1,40,0,4,2,0,0,0
326,1,7,party,Ranger,5,7,24,17,3,0,0,1,1
326,1,7,party,Rogue,17,3,9,23,1,0,1,0,0
327,1,7,monsters,Bugbear,3,7,0,27,0,0,0,0,0
327,1,7,monsters,Goblin_1,19,2,4,12,1,0,0,0,0
327,1,7,monsters,Goblin_2,3,8,0,22,0,0,0,0,0
327,1,7,monsters,Goblin_3,13,5,23,11,4,0,0,0,0
327,1,7,monsters,Goblin_4,8,6,34,8,5,1,0,0,0
327,1,7,party,Fighter,13,4,44,8,4,2,0,0,0
327,1,7,party,Ranger,23,1,21,26,3,0,0,1,5
327,1,7,party,Rogue,13,3,15,27,1,0,1,0,0
328,1,4,monsters,Bugbear,17,3,11,30,1,0,0,0,0
328,1,4,monsters,Goblin_1,4,8,0,11,0,0,0,0,0
328,1,4,monsters,Goblin_2,4,7,0,13,0,0,0,0,0
328,1,4,monsters,Goblin_3,6,6,5,10,1,0,0,0,0
328,1,4,monsters,Goblin_4,18,2,6,10,1,1,0,0,0
328,1,4,party,Fighter,14,4,35,0,3,2,0,0,0
328,1,4,party,Ranger,20,1,32,0,3,0,0,1,5
328,1,4,party,Rogue,13,5,7,22,1,0,0,0,0
329,1,7,monsters,Bugbear,15,4,9,35,1,0,0,0,0
329,1,7,monsters,Goblin_1,6,8,6,15,1,0,0,0,0
329,1,7,monsters,Goblin_2,18,2,14,7,3,0,0,0,0
329,1,7,monsters,Goblin_3,21,1,8,11,1,0,0,0,0
329,1,7,monsters,Goblin_4,15,5,12,8,2,0,0,0,0
329,1,7,party,Fighter,6,7,32,0,5,0,0,0,0
329,1,7,party,Ranger,15,3,33,23,4,0,0,1,7
329,1,7,party,Rogue,7,6,11,26,1,0,0,0,0
330,1,6,monsters,Bugbear,10,5,0,32,0,0,0,0,0
330,1,6,monsters,Goblin_1,6,7,0,10,0,0,0,0,0
330,1,6,monsters,Goblin_2,19,2,9,11,2,0,0,0,0
330,1,6,monsters,Goblin_3,20,1,11,13,2,0,0,0,0
330,1,6,monsters,Goblin_4,11,4,8,8,1,0,0,0,0
330,1,6,party,Fighter,10,6,27,0,3,0,0,0,0
330,1,6,party,Ranger,12,3,34,0,4,0,0,1,9
330,1,6,party,Rogue,4,8,13,28,1,1,0,0,0
331,1,6,monsters,Bugbear,19,3,0,34,0,0,0,0,0
331,1,6,monsters,Goblin_1,9,8,13,9,1,1,0,0,0
331,1,6,monsters,Goblin_2,12,6,9,20,2,0,0,0,0
331,1,6,monsters,Goblin_3,15,5,8,10,1,0,0,0,0
331,1,6,monsters,Goblin_4,20,2,5,24,1,0,0,0,0
331,1,6,party,Fighter,10,7,50,0,4,3,0,0,0
331,1,6,party,Ranger,17,4,30,12,3,0,0,1,4
331,1,6,party,Rogue,21,1,17,23,2,1,1,0,0
332,1,10,monsters,Bugbear,7,7,31,31,2,0,0,0,0
332,1,10,monsters,Goblin_1,8,6,7,9,1,0,0,0,0
332,1,10,monsters,Goblin_2,16,3,4,11,1,0,0,0,0
332,1,10,monsters,Goblin_3,17,2,21,18,3,1,0,0,0
332,1,10,monsters,Goblin_4,9,5,21,7,4,0,0,0,0
332,1,10,party,Fighter,18,1,45,23,4,2,0,0,0
332,1,10,party,Ranger,5,8,10,29,1,0,0,1,3
332,1,10,party,Rogue,12,4,21,32,1,0,1,0,0
333,1,9,monsters,Bugbear,5,8,12,32,1,1,0,0,0
333,1,9,monsters,Goblin_1,8,6,7,11,1,0,0,0,0
333,1,9,monsters,Goblin_2,13,3,0,9,0,0,0,0,0
333,1,9,monsters,Goblin_3,13,2,15,10,2,0,0,0,0
333,1,9,monsters,Goblin_4,11,5,29,14,6,0,0,0,0
333,1,9,party,Fighter,11,4,30,4,4,0,0,0,0
333,1,9,party,Ranger,20,1,34,29,3,0,0,1,5
333,1,9,party,Rogue,6,7,12,30,1,0,1,0,0
334,0,6,monsters,Bugbear,18,3,22,27,2,0,0,0,0
334,0,6,monsters,Goblin_1,4,8,12,0,2,0,0,0,0
334,0,6,monsters,Goblin_2,21,2,13,0,3,0,0,0,0
334,0,6,monsters,Goblin_3,10,6,13,0,2,0,0,0,0
334,0,6,monsters,Goblin_4,14,4,25,0,4,1,0,0,0
334,0,6,party,Fighter,10,7,8,32,1,0,0,0,0
334,0,6,party,Ranger,11,5,6,28,1,0,0,1,2
334,0,6,party,Rogue,21,1,13,25,1,1,1,0,0
335,1,7,monsters,Bugbear,3,8,0,31,0,0,0,0,0
335,1,7,monsters,Goblin_1,21,2,6,7,1,0,0,0,0
335,1,7,monsters,Goblin_2,8,7,5,11,1,0,0,0,0
335,1,7,monsters,Goblin_3,17,4,8,12,2,0,0,0,0
335,1,7,monsters,Goblin_4,20,3,25,10,4,1,0,0,0
335,1,7,party,Fighter,14,6,26,0,3,1,0,0,0
335,1,7,party,Ranger,21,1,45,22,6,0,0,1,6
335,1,7,party,Rogue,14,5,0,22,0,0,0,0,0
336,1,7,monsters,Bugbear,3,8,12,38,1,0,0,0,0
336,1,7,monsters,Goblin_1,6,7,5,14,1,0,0,0,0
336,1,7,monsters,Goblin_2,14,3,6,17,1,0,0,0,0
336,1,7,monsters,Goblin_3,8,5,5,10,1,0,0,0,0
336,1,7,monsters,Goblin_4,6,6,18,9,4,0,0,0,0
336,1,7,party,Fighter,9,4,31,0,3,1,0,0,0
336,1,7,party,Ranger,15,2,49,23,5,1,0,1,6
336,1,7,party,Rogue,19,1,8,23,1,0,0,0,0
337,1,5,monsters,Bugbear,3,8,0,27,0,0,0,0,0
337,1,5,monsters,Goblin_1,12,5,0,24,0,0,0,0,0
337,1,5,monsters,Goblin_2,8,6,6,15,1,0,0,0,0
337,1,5,monsters,Goblin_3,6,7,10,9,2,0,0,0,0
337,1,5,monsters,Goblin_4,21,2,24,8,3,2,0,0,0
337,1,5,party,Fighter,22,1,15,0,3,0,0,0,0
337,1,5,party,Ranger,12,4,45,18,4,1,0,1,9
337,1,5,party,Rogue,14,3,23,22,1,0,1,0,0
338,1,12,monsters,Bugbear,4,7,0,38,0,0,0,0,0
338,1,12,monsters,Goblin_1,20,2,8,14,1,0,0,0,0
338,1,12,monsters,Goblin_2,16,4,4,8,1,0,0,0,0
338,1,12,monsters,Goblin_3,16,3,14,16,2,0,0,0,0
338,1,12,monsters,Goblin_4,4,8,51,7,8,3,0,0,0
338,1,12,party,Fighter,14,5,53,27,6,1,0,0,0
338,1,12,party,Ranger,21,1,30,27,3,1,0,1,3
338,1,12,party,Rogue,12,6,0,23,0,0,0,0,0
339,0,12,monsters,Bugbear,18,3,0,28,0,0,0,0,0
339,0,12,monsters,Goblin_1,4,8,13,7,2,0,0,0,0
339,0,12,monsters,Goblin_2,22,1,25,10,4,0,0,0,0
339,0,12,monsters,Goblin_3,19,2,20,15,3,0,0,0,0
339,0,12,monsters,Goblin_4,8,7,31,0,4,2,0,0,0
339,0,12,party,Fighter,10,6,32,33,5,0,0,0,0
339,0,12,party,Ranger,10,5,28,30,3,0,0,1,5
339,0,12,party,Rogue,16,4,0,26,0,0,0,0,0
340,1,9,monsters,Bugbear,17,7,0,40,0,0,0,0,0
340,1,9,monsters,Goblin_1,17,5,16,12,2,0,0,0,0
340,1,9,monsters,Goblin_2,17,6,10,11,2,0,0,0,0
340,1,9,monsters,Goblin_3,19,3,19,7,3,0,0,0,0
340,1,9,monsters,Goblin_4,9,8,12,9,2,0,0,0,0
340,1,9,party,Fighter,21,2,46,0,5,1,0,0,0
340,1,9,party,Ranger,17,4,19,31,2,0,0,1,5
340,1,9,party,Rogue,23,1,14,26,2,0,1,0,0
341,0,4,monsters,Bugbear,20,1,56,25,3,2,0,0,0
341,0,4,monsters,Goblin_1,3,8,9,0,2,0,0,0,0
341,0,4,monsters,Goblin_2,6,7,7,0,2,0,0,0,0
341,0,4,monsters,Goblin_3,12,4,12,0,2,0,0,0,0
341,0,4,monsters,Goblin_4,12,5,12,0,2,0,0,0,0
341,0,4,party,Fighter,15,3,15,47,2,0,0,0,0
341,0,4,party,Ranger,11,6,10,25,1,0,0,1,6
341,0,4,party,Rogue,17,2,0,24,0,0,0,0,0
342,1,7,monsters,Bugbear,21,1,14,27,1,0,0,0,0
342,1,7,monsters,Goblin_1,11,5,0,8,0,0,0,0,0
342,1,7,monsters,Goblin_2,3,8,7,11,1,0,0,0,0
342,1,7,monsters,Goblin_3,4,7,12,8,2,0,0,0,0
342,1,7,monsters,Goblin_4,11,6,8,9,2,0,0,0,0
342,1,7,party,Fighter,15,2,8,0,1,0,0,0,0
342,1,7,party,Ranger,12,4,55,16,6,1,0,1,9
342,1,7,party,Rogue,13,3,0,25,0,0,0,0,0
343,0,5,monsters,Bugbear,3,8,36,26,3,0,0,0,0
343,0,5,monsters,Goblin_1,16,2,5,0,1,0,0,0,0
343,0,5,monsters,Goblin_2,4,6,13,0,2,0,0,0,0
343,0,5,monsters,Goblin_3,12,4,17,0,3,0,0,0,0
343,0,5,monsters,Goblin_4,4,7,16,0,3,0,0,0,0
343,0,5,party,Fighter,13,3,15,36,2,0,0,0,0
343,0,5,party,Ranger,22,1,11,26,1,0,0,1,5
343,0,5,party,Rogue,9,5,0,25,0,0,0,0,0
344,0,9,monsters,Bugbear,17,1,10,33,1,0,0,0,0
344,0,9,monsters,Goblin_1,12,4,13,17,2,1,0,0,0
344,0,9,monsters,Goblin_2,14,3,17,8,3,0,0,0,0
344,0,9,monsters,Goblin_3,5,7,29,0,5,1,0,0,0
344,0,9,monsters,Goblin_4,5,6,17,0,3,1,0,0,0
344,0,9,party,Fighter,17,2,47,35,5,2,0,0,0
344,0,9,party,Ranger,4,8,11,25,1,0,0,1,2
344,0,9,party,Rogue,9,5,0,26,0,0,0,0,0
345,1,6,monsters,Bugbear,11,5,11,27,1,0,0,0,0
345,1,6,monsters,Goblin_1,13,4,0,9,0,0,0,0,0
345,1,6,monsters,Goblin_2,20,1,5,9,1,0,0,0,0
345,1,6,monsters,Goblin_3,13,3,8,11,2,0,0,0,0
345,1,6,monsters,Goblin_4,4,8,12,13,2,0,0,0,0
345,1,6,party,Fighter,7,6,9,0,1,0,0,0,0
345,1,6,party,Ranger,6,7,37,12,3,1,0,1,5
345,1,6,party,Rogue,15,2,23,24,3,1,1,0,0
346,1,4,monsters,Bugbear,18,5,0,28,0,0,0,0,0
346,1,4,monsters,Goblin_1,9,7,0,8,0,0,0,0,0
346,1,4,monsters,Goblin_2,19,4,5,10,1,0,0,0,0
346,1,4,monsters,Goblin_3,22,3,8,16,1,0,0,0,0
346,1,4,monsters,Goblin_4,9,8,0,7,0,0,0,0,0
346,1,4,party,Fighter,18,6,5,0,1,0,0,0,0
346,1,4,party,Ranger,23,1,40,0,4,0,0,1,2
346,1,4,party,Rogue,23,2,24,13,2,1,1,0,0
347,1,8,monsters,Bugbear,5,7,10,32,1,0,0,0,0
347,1,8,monsters,Goblin_1,22,1,13,11,3,0,0,0,0
347,1,8,monsters,Goblin_2,18,2,3,7,1,0,0,0,0
347,1,8,monsters,Goblin_3,17,3,28,9,4,1,0,0,0
347,1,8,monsters,Goblin_4,6,6,29,9,3,2,0,0,0
347,1,8,party,Fighter,4,8,36,23,5,1,0,0,0
347,1,8,party,Ranger,8,4,16,31,1,0,0,1,6
347,1,8,party,Rogue,7,5,16,29,1,0,1,0,0
348,1,5,monsters,Bugbear,8,7,0,27,0,0,0,0,0
348,1,5,monsters,Goblin_1,3,8,0,9,0,0,0,0,0
348,1,5,monsters,Goblin_2,15,4,8,12,1,0,0,0,0
348,1,5,monsters,Goblin_3,9,5,3,11,1,0,0,0,0
348,1,5,monsters,Goblin_4,18,2,0,8,0,0,0,0,0
348,1,5,party,Fighter,8,6,13,0,2,0,0,0,0
348,1,5,party,Ranger,15,3,8,0,1,0,0,1,0
348,1,5,party,Rogue,21,1,46,11,4,1,1,0,0
349,1,6,monsters,Bugbear,3,8,13,28,1,0,0,0,0
349,1,6,monsters,Goblin_1,4,7,0,10,0,0,0,0,0
349,1,6,monsters,Goblin_2,15,3,3,9,1,0,0,0,0
349,1,6,monsters,Goblin_3,14,4,14,12,2,0,0,0,0
349,1,6,monsters,Goblin_4,6,6,11,10,3,0,0,0,0
349,1,6,party,Fighter,8,5,18,0,3,0,0,0,0
349,1,6,party,Ranger,19,1,30,15,3,0,0,1,5
349,1,6,party,Rogue,18,2,21,26,2,0,1,0,0
350,1,5,monsters,Bugbear,15,4,0,27,0,0,0,0,0
350,1,5,monsters,Goblin_1,20,1,5,11,1,1,0,0,0
350,1,5,monsters,Goblin_2,18,2,5,11,1,0,0,0,0
350,1,5,monsters,Goblin_3,11,5,8,9,1,1,0,0,0
350,1,5,monsters,Goblin_4,5,8,5,16,1,0,0,0,0
350,1,5,party,Fighter,8,6,13,0,2,0,0,0,0
350,1,5,party,Ranger,16,3,39,0,4,0,0,1,4
350,1,5,party,Rogue,5,7,22,23,2,0,0,0,0
351,1,3,monsters,Bugbear,22,1,0,34,0,0,0,0,0
351,1,3,monsters,Goblin_1,8,6,0,14,0,0,0,0,0
351,1,3,monsters,Goblin_2,14,4,0,9,0,0,0,0,0
351,1,3,monsters,Goblin_3,15,3,8,10,1,1,0,0,0
351,1,3,monsters,Goblin_4,4,8,7,9,1,0,0,0,0
351,1,3,party,Fighter,13,5,10,0,1,0,0,0,0
351,1,3,party,Ranger,17,2,30,0,2,1,0,1,9
351,1,3,party,Rogue,7,7,36,15,3,2,0,0,0
352,0,6,monsters,Bugbear,6,5,16,25,2,0,0,0,0
352,0,6,monsters,Goblin_1,11,2,10,0,2,1,0,0,0
352,0,6,monsters,Goblin_2,3,8,18,0,3,1,0,0,0
352,0,6,monsters,Goblin_3,4,7,0,0,0,0,0,0,0
352,0,6,monsters,Goblin_4,11,3,33,0,5,1,0,0,0
352,0,6,party,Fighter,7,4,25,28,3,0,0,0,0
352,0,6,party,Ranger,5,6,0,28,0,0,0,1,0
352,0,6,party,Rogue,14,1,0,21,0,0,0,0,0
353,1,4,monsters,Bugbear,6,6,0,44,0,0,0,0,0
353,1,4,monsters,Goblin_1,14,3,0,14,0,0,0,0,0
353,1,4,monsters,Goblin_2,11,5,7,15,1,0,0,0,0
353,1,4,monsters,Goblin_3,5,7,0,8,0,0,0,0,0
353,1,4,monsters,Goblin_4,3,8,9,14,2,0,0,0,0
353,1,4,party,Fighter,22,1,35,0,3,1,0,0,0
353,1,4,party,Ranger,19,2,32,0,4,0,0,1,2
353,1,4,party,Rogue,12,4,28,16,2,0,1,0,0
354,1,5,monsters,Bugbear,5,7,0,27,0,0,0,0,0
354,1,5,monsters,Goblin_1,21,1,10,7,2,0,0,0,0
354,1,5,monsters,Goblin_2,4,8,7,12,1,0,0,0,0
354,1,5,monsters,Goblin_3,18,2,15,11,3,0,0,0,0
354,1,5,monsters,Goblin_4,13,3,6,11,1,0,0,0,0
354,1,5,party,Fighter,6,6,19,0,2,1,0,0,0
354,1,5,party,Ranger,7,5,35,14,3,0,0,1,3
354,1,5,party,Rogue,12,4,14,24,1,0,1,0,0
355,1,8,monsters,Bugbear,16,3,27,38,1,1,0,0,0
355,1,8,monsters,Goblin_1,16,2,3,7,1,0,0,0,0
355,1,8,monsters,Goblin_2,14,4,4,13,1,0,0,0,0
355,1,8,monsters,Goblin_3,6,8,7,17,1,0,0,0,0
355,1,8,monsters,Goblin_4,22,1,27,11,4,0,0,0,0
355,1,8,party,Fighter,9,5,47,0,6,0,0,0,0
355,1,8,party,Ranger,8,6,39,31,4,1,0,1,8
355,1,8,party,Rogue,8,7,0,37,0,0,0,0,0
356,0,5,monsters,Bugbear,19,3,20,20,2,0,0,0,0
356,0,5,monsters,Goblin_1,18,4,16,0,3,0,0,0,0
356,0,5,monsters,Goblin_2,14,6,26,0,3,2,0,0,0
356,0,5,monsters,Goblin_3,7,8,4,0,1,0,0,0,0
356,0,5,monsters,Goblin_4,18,5,17,0,3,0,0,0,0
356,0,5,party,Fighter,22,1,0,31,0,0,0,0,0
356,0,5,party,Ranger,20,2,20,26,2,0,0,1,6
356,0,5,party,Rogue,10,7,0,26,0,0,0,0,0
357,1,10,monsters,Bugbear,15,3,12,33,1,0,0,0,0
357,1,10,monsters,Goblin_1,8,6,0,9,0,0,0,0,0
357,1,10,monsters,Goblin_2,17,1,19,15,3,0,0,0,0
357,1,10,monsters,Goblin_3,3,8,18,11,2,2,0,0,0
357,1,10,monsters,Goblin_4,17,2,22,10,3,1,0,0,0
357,1,10,party,Fighter,7,7,40,18,5,0,0,0,0
357,1,10,party,Ranger,14,4,33,27,4,0,0,1,6
357,1,10,party,Rogue,10,5,5,26,1,0,0,0,0
358,1,8,monsters,Bugbear,21,1,7,36,1,0,0,0,0
358,1,8,monsters,Goblin_1,10,5,17,16,2,1,0,0,0
358,1,8,monsters,Goblin_2,7,8,4,9,1,0,0,0,0
358,1,8,monsters,Goblin_3,9,6,22,9,3,1,0,0,0
358,1,8,monsters,Goblin_4,11,4,12,10,2,0,0,0,0
358,1,8,party,Fighter,20,2,70,8,8,2,0,0,0
358,1,8,party,Ranger,8,7,0,30,0,0,0,1,0
358,1,8,party,Rogue,17,3,10,24,1,0,0,0,0
359,0,7,monsters,Bugbear,14,4,14,29,1,1,0,0,0
359,0,7,monsters,Goblin_1,19,1,3,7,1,0,0,0,0
359,0,7,monsters,Goblin_2,9,5,34,10,5,1,0,0,0
359,0,7,monsters,Goblin_3,8,6,12,7,2,1,0,0,0
359,0,7,monsters,Goblin_4,16,3,19,0,2,1,0,0,0
359,0,7,party,Fighter,7,7,17,30,3,0,0,0,0
359,0,7,party,Ranger,6,8,21,29,2,0,0,1,5
359,0,7,party,Rogue,17,2,15,23,1,0,1,0,0
